Type,Group,CollectionTemp,RunDate,Label,Index,Time,28,32,40,N2/Ar,O2/Ar,Notes
Standard,2,20,10/27/2022,NA,5374,12:59:09 PM,2.83E-10,1.34E-10,1.20E-11,23.63841,11.17458,
Standard,2,20,10/27/2022,NA,5378,12:59:15 PM,2.83E-10,1.34E-10,1.20E-11,23.59725,11.16835,
Standard,2,20,10/27/2022,NA,5382,12:59:21 PM,2.82E-10,1.34E-10,1.20E-11,23.59618,11.17306,
Standard,2,30,10/27/2022,NA,5549,1:03:39 PM,2.42E-10,1.12E-10,9.89E-12,24.49095,11.32657,
Standard,2,30,10/27/2022,NA,5554,1:03:46 PM,2.42E-10,1.12E-10,9.88E-12,24.50129,11.33179,
Standard,2,30,10/27/2022,NA,5558,1:03:52 PM,2.42E-10,1.12E-10,9.88E-12,24.49841,11.3322,
Sample,2,24,10/27/2022,3_T0_1,5740,1:08:33 PM,2.48E-10,9.74E-11,1.04E-11,23.87632,9.391418,
Sample,2,24,10/27/2022,3_T0_2,5744,1:08:39 PM,2.48E-10,9.74E-11,1.04E-11,23.87262,9.38826,
Sample,2,24,10/27/2022,3_T0_3,5745,1:08:41 PM,2.48E-10,9.74E-11,1.04E-11,23.86893,9.390245,
Sample,2,24,10/27/2022,openwaterIN_T0_1,5895,1:12:32 PM,2.50E-10,9.50E-11,1.05E-11,23.9148,9.071002,
Sample,2,24,10/27/2022,openwaterIN_T0_2,5900,1:12:40 PM,2.50E-10,9.50E-11,1.05E-11,23.92929,9.077863,
Sample,2,24,10/27/2022,openwaterIN_T0_3,5906,1:12:49 PM,2.50E-10,9.49E-11,1.05E-11,23.92924,9.075551,
Sample,2,24,10/27/2022,4_T0_1,6016,1:15:39 PM,2.48E-10,7.98E-11,1.04E-11,23.913,7.680278,
Sample,2,24,10/27/2022,4_T0_2,6019,1:15:43 PM,2.48E-10,7.96E-11,1.04E-11,23.91018,7.671007,
Sample,2,24,10/27/2022,4_T0_3,6023,1:15:50 PM,2.48E-10,7.95E-11,1.04E-11,23.91786,7.663491,
Standard,3,20,10/27/2022,NA,6176,1:19:46 PM,2.78E-10,1.32E-10,1.18E-11,23.61935,11.17144,
Standard,3,20,10/27/2022,NA,6179,1:19:50 PM,2.78E-10,1.32E-10,1.18E-11,23.61185,11.17453,
Standard,3,20,10/27/2022,NA,6181,1:19:53 PM,2.78E-10,1.32E-10,1.18E-11,23.63318,11.1844,
Standard,3,30,10/27/2022,NA,6336,1:23:52 PM,2.37E-10,1.10E-10,9.69E-12,24.42205,11.3099,
Standard,3,30,10/27/2022,NA,6339,1:23:57 PM,2.37E-10,1.10E-10,9.68E-12,24.43209,11.31476,
Standard,3,30,10/27/2022,NA,6343,1:24:03 PM,2.36E-10,1.10E-10,9.68E-12,24.43747,11.31676,
Sample,3,24,10/27/2022,5_T0_1,6466,1:27:13 PM,2.45E-10,7.98E-11,1.03E-11,23.91372,7.772247,
Sample,3,24,10/27/2022,5_T0_2,6470,1:27:19 PM,2.46E-10,7.97E-11,1.03E-11,23.92554,7.762352,
Sample,3,24,10/27/2022,5_T0_3,6473,1:27:24 PM,2.46E-10,7.96E-11,1.03E-11,23.9261,7.751128,
Sample,3,24,10/27/2022,6_T0_1,6596,1:30:33 PM,2.46E-10,8.06E-11,1.03E-11,23.91188,7.847066,
Sample,3,24,10/27/2022,6_T0_2,6604,1:30:46 PM,2.46E-10,8.07E-11,1.03E-11,23.90275,7.846426,
Sample,3,24,10/27/2022,6_T0_3,6609,1:30:53 PM,2.46E-10,8.07E-11,1.03E-11,23.89869,7.84641,
Sample,3,24,10/27/2022,hardwoodsIN_T0_1,6718,1:33:42 PM,2.50E-10,1.06E-10,1.04E-11,23.90916,10.11663,
Sample,3,24,10/27/2022,hardwoodsIN_T0_2,6720,1:33:45 PM,2.49E-10,1.06E-10,1.04E-11,23.90413,10.12573,
Sample,3,24,10/27/2022,hardwoodsIN_T0_3,6724,1:33:51 PM,2.49E-10,1.06E-10,1.04E-11,23.88665,10.13637,
Standard,4,20,10/27/2022,NA,6815,1:36:11 PM,2.74E-10,1.29E-10,1.16E-11,23.61234,11.08944,
Standard,4,20,10/27/2022,NA,6826,1:36:28 PM,2.74E-10,1.29E-10,1.16E-11,23.59224,11.12513,
Standard,4,20,10/27/2022,NA,6829,1:36:33 PM,2.74E-10,1.29E-10,1.16E-11,23.61275,11.14239,
Standard,4,30,10/27/2022,NA,6990,1:40:41 PM,2.33E-10,1.08E-10,9.56E-12,24.36626,11.29758,
Standard,4,30,10/27/2022,NA,6997,1:40:52 PM,2.33E-10,1.08E-10,9.54E-12,24.37844,11.30358,
Standard,4,30,10/27/2022,NA,7002,1:41:00 PM,2.33E-10,1.08E-10,9.54E-12,24.37848,11.30449,
Sample,4,24,10/27/2022,7_T0_1,7135,1:44:25 PM,2.50E-10,9.30E-11,1.04E-11,24.15741,8.983544,
Sample,4,24,10/27/2022,7_T0_2,7145,1:44:40 PM,2.50E-10,9.28E-11,1.04E-11,24.15449,8.969702,
Sample,4,24,10/27/2022,7_T0_3,7149,1:44:46 PM,2.50E-10,9.28E-11,1.04E-11,24.15014,8.962979,
Sample,4,24,10/27/2022,8_T0_1,7260,1:47:38 PM,2.39E-10,8.31E-11,1.00E-11,23.80045,8.273149,
Sample,4,24,10/27/2022,8_T0_2,7268,1:47:50 PM,2.39E-10,8.30E-11,1.00E-11,23.81059,8.260629,
Sample,4,24,10/27/2022,8_T0_3,7274,1:47:59 PM,2.39E-10,8.29E-11,1.00E-11,23.8161,8.258539,
Sample,4,24,10/27/2022,9_T0_1,7362,1:50:15 PM,2.39E-10,8.15E-11,1.01E-11,23.74107,8.109769,
Sample,4,24,10/27/2022,9_T0_2,7369,1:50:26 PM,2.38E-10,8.14E-11,1.00E-11,23.75422,8.111016,
Sample,4,24,10/27/2022,9_T0_3,7379,1:50:41 PM,2.39E-10,8.14E-11,1.00E-11,23.75364,8.100376,
Standard,5,20,10/27/2022,NA,7493,1:53:37 PM,2.71E-10,1.27E-10,1.15E-11,23.62384,11.08182,
Standard,5,20,10/27/2022,NA,7498,1:53:45 PM,2.71E-10,1.27E-10,1.15E-11,23.57959,11.08078,
Standard,5,20,10/27/2022,NA,7510,1:54:03 PM,2.71E-10,1.28E-10,1.15E-11,23.58988,11.12447,
Standard,5,30,10/27/2022,NA,7671,1:58:12 PM,2.29E-10,1.06E-10,9.41E-12,24.30472,11.28771,
Standard,5,30,10/27/2022,NA,7674,1:58:16 PM,2.29E-10,1.06E-10,9.41E-12,24.30292,11.2837,
Standard,5,30,10/27/2022,NA,7678,1:58:22 PM,2.29E-10,1.06E-10,9.40E-12,24.30972,11.29264,
Sample,5,24,10/27/2022,typhaIN_T0_1,7872,2:03:22 PM,2.38E-10,8.60E-11,9.99E-12,23.80873,8.609016,
Sample,5,24,10/27/2022,typhaIN_T0_2,7878,2:03:31 PM,2.38E-10,8.60E-11,9.99E-12,23.80905,8.604004,
Sample,5,24,10/27/2022,typhaIN_T0_3,7887,2:03:45 PM,2.38E-10,8.60E-11,1.00E-11,23.80837,8.596583,
Sample,5,24,10/27/2022,10_T0_1,8028,2:07:22 PM,2.41E-10,7.18E-11,1.00E-11,24.06667,7.160745,
Sample,5,24,10/27/2022,10_T0_2,8031,2:07:27 PM,2.41E-10,7.18E-11,1.00E-11,24.05434,7.155145,
Sample,5,24,10/27/2022,10_T0_3,8036,2:07:35 PM,2.41E-10,7.16E-11,1.00E-11,24.05853,7.146031,
Sample,5,24,10/27/2022,11_T0_1,8130,2:10:00 PM,2.37E-10,6.84E-11,9.88E-12,24.00484,6.924119,
Sample,5,24,10/27/2022,11_T0_2,8132,2:10:03 PM,2.37E-10,6.84E-11,9.89E-12,24.00026,6.920012,
Sample,5,24,10/27/2022,11_T0_3,8136,02:10:09 PM,2.37E-010,6.83E-011,9.88E-012,24.00785,6.916855,
Standard,6,20,10/27/2022,NA,8312,2:14:40 PM,2.66E-10,1.26E-10,1.13E-11,23.6271,11.18351,
Standard,6,20,10/27/2022,NA,8315,2:14:45 PM,2.66E-10,1.26E-10,1.13E-11,23.6022,11.17438,
Standard,6,20,10/27/2022,NA,8320,2:14:53 PM,2.66E-10,1.26E-10,1.13E-11,23.59916,11.17713,
Standard,6,30,10/27/2022,NA,8441,2:17:59 PM,2.26E-10,1.05E-10,9.28E-12,24.33938,11.28568,
Standard,6,30,10/27/2022,NA,8446,2:18:07 PM,2.26E-10,1.05E-10,9.29E-12,24.32404,11.27807,
Standard,6,30,10/27/2022,NA,8447,2:18:09 PM,2.26E-10,1.05E-10,9.28E-12,24.33789,11.27708,
Sample,6,24,10/27/2022,12_T0_1,8597,2:22:00 PM,2.30E-10,4.58E-11,9.64E-12,23.85653,4.756638,
Sample,6,24,10/27/2022,12_T0_2,8601,2:22:06 PM,2.30E-10,4.57E-11,9.64E-12,23.86685,4.742736,
Sample,6,24,10/27/2022,12_T0_3,8610,2:22:20 PM,2.30E-10,4.55E-11,9.64E-12,23.87911,4.720373,
Sample,6,24,10/27/2022,grassesIN_T1_1,8754,2:26:02 PM,2.24E-10,8.78E-11,9.54E-12,23.51715,9.201497,
Sample,6,24,10/27/2022,grassesIN_T1_2,8755,2:26:04 PM,2.24E-10,8.78E-11,9.54E-12,23.52452,9.206081,
Sample,6,24,10/27/2022,grassesIN_T1_3,8759,2:26:10 PM,2.24E-10,8.79E-11,9.55E-12,23.49054,9.200845,
Sample,6,24,10/27/2022,1_T1_1,8896,2:29:41 PM,2.23E-10,5.39E-11,9.60E-12,23.28461,5.617745,
Sample,6,24,10/27/2022,1_T1_2,8898,2:29:44 PM,2.23E-10,5.38E-11,9.60E-12,23.26865,5.608668,
Sample,6,24,10/27/2022,1_T1_3,8901,2:29:49 PM,2.23E-10,5.38E-11,9.60E-12,23.28319,5.606191,
Standard,7,20,10/27/2022,NA,9018,2:32:50 PM,2.62E-10,1.22E-10,1.11E-11,23.52901,10.95761,
Standard,7,20,10/27/2022,NA,9022,2:32:56 PM,2.62E-10,1.22E-10,1.11E-11,23.53816,10.98364,
Standard,7,20,10/27/2022,NA,9025,2:33:00 PM,2.62E-10,1.23E-10,1.12E-11,23.5078,10.98249,
Standard,7,30,10/27/2022,NA,9398,2:42:36 PM,2.20E-10,1.02E-10,9.06E-12,24.27798,11.28191,
Standard,7,30,10/27/2022,NA,9401,2:42:40 PM,2.20E-10,1.02E-10,9.06E-12,24.2789,11.28355,
Standard,7,30,10/27/2022,NA,9405,2:42:47 PM,2.20E-10,1.02E-10,9.06E-12,24.27202,11.28566,
Sample,7,24,10/27/2022,2_T1_1,9535,02:46:07 PM,2.25E-010,7.29E-011,9.60E-012,23.47005,7.59852,
Sample,7,24,10/27/2022,2_T1_2,9538,02:46:12 PM,2.25E-010,7.29E-011,9.60E-012,23.4695,7.590504,
Sample,7,24,10/27/2022,2_T1_3,9541,02:46:16 PM,2.25E-010,7.28E-011,9.60E-012,23.47588,7.583058,
Sample,7,24,10/27/2022,3_T1_1,9680,02:49:51 PM,2.35E-010,8.34E-011,9.89E-012,23.74997,8.434302,
Sample,7,24,10/27/2022,3_T1_2,9684,02:49:57 PM,2.35E-010,8.34E-011,9.89E-012,23.74937,8.432783,
Sample,7,24,10/27/2022,3_T1_3,9687,02:50:01 PM,2.35E-010,8.34E-011,9.89E-012,23.73598,8.432768,
Sample,7,24,10/27/2022,openwaterIN_T1_1,9871,02:54:45 PM,2.36E-010,9.29E-011,9.96E-012,23.71645,9.330178,
Sample,7,24,10/27/2022,openwaterIN_T1_2,9876,02:54:53 PM,2.36E-010,9.29E-011,9.96E-012,23.71954,9.336099,
Sample,7,24,10/27/2022,openwaterIN_T1_3,9879,02:54:58 PM,2.36E-010,9.29E-011,9.96E-012,23.70963,9.327726,
Standard,8,20,10/27/2022,NA,10057,02:59:32 PM,2.58E-010,1.23E-010,1.09E-011,23.55149,11.23989,
Standard,8,20,10/27/2022,NA,10060,02:59:37 PM,2.58E-010,1.23E-010,1.09E-011,23.54368,11.23731,
Standard,8,20,10/27/2022,NA,10063,02:59:41 PM,2.58E-010,1.23E-010,1.09E-011,23.55548,11.24406,
Standard,8,30,10/27/2022,NA,10188,03:02:54 PM,2.19E-010,1.02E-010,9.02E-012,24.24808,11.29168,
Standard,8,30,10/27/2022,NA,10190,03:02:57 PM,2.19E-010,1.02E-010,9.02E-012,24.24337,11.29168,
Standard,8,30,10/27/2022,NA,10191,03:02:59 PM,2.19E-010,1.02E-010,9.02E-012,24.26329,11.30003,
Sample,8,24,10/27/2022,4_T1_1,10326,03:06:27 PM,2.28E-010,6.40E-011,9.66E-012,23.61382,6.625551,
Sample,8,24,10/27/2022,4_T1_2,10329,03:06:32 PM,2.28E-010,6.39E-011,9.65E-012,23.63068,6.616501,
Sample,8,24,10/27/2022,4_T1_3,10332,03:06:36 PM,2.28E-010,6.38E-011,9.66E-012,23.61956,6.604738,
Sample,8,24,10/27/2022,5_T1_1,10435,03:09:15 PM,2.33E-010,6.95E-011,9.83E-012,23.70725,7.069777,
Sample,8,24,10/27/2022,5_T1_2,10439,03:09:22 PM,2.33E-010,6.95E-011,9.82E-012,23.71568,7.077641,
Sample,8,24,10/27/2022,5_T1_3,10441,03:09:25 PM,2.33E-010,6.95E-011,9.82E-012,23.72893,7.082333,
Sample,8,24,10/27/2022,6_T1_1,10523,03:11:31 PM,2.37E-010,7.34E-011,9.94E-012,23.89319,7.390341,
Sample,8,24,10/27/2022,6_T1_2,10526,03:11:36 PM,2.37E-010,7.35E-011,9.93E-012,23.90623,7.399742,
Sample,8,24,10/27/2022,6_T1_3,10530,03:11:42 PM,2.37E-010,7.35E-011,9.93E-012,23.90342,7.401507,
Standard,9,20,10/27/2022,NA,10632,03:14:19 PM,2.56E-010,1.19E-010,1.09E-011,23.57193,10.97892,
Standard,9,20,10/27/2022,NA,10634,03:14:22 PM,2.56E-010,1.19E-010,1.09E-011,23.57679,10.99837,
Standard,9,20,10/27/2022,NA,10637,03:14:27 PM,2.56E-010,1.20E-010,1.09E-011,23.57934,11.01338,
Standard,9,30,10/27/2022,NA,10739,03:17:04 PM,2.16E-010,1.00E-010,8.93E-012,24.17502,11.19757,
Standard,9,30,10/27/2022,NA,10741,03:17:07 PM,2.16E-010,1.00E-010,8.93E-012,24.19778,11.21071,
Standard,9,30,10/27/2022,NA,10744,03:17:12 PM,2.16E-010,1.00E-010,8.93E-012,24.17659,11.20399,
Sample,9,24,10/27/2022,hardwoodsIN_T1_1,10874,03:20:33 PM,2.33E-010,1.02E-010,9.86E-012,23.62069,10.39993,
Sample,9,24,10/27/2022,hardwoodsIN_T1_2,10876,03:20:36 PM,2.33E-010,1.02E-010,9.86E-012,23.60998,10.39305,
Sample,9,24,10/27/2022,hardwoodsIN_T1_3,10877,03:20:37 PM,2.33E-010,1.02E-010,9.85E-012,23.62052,10.4022,
Sample,9,24,10/27/2022,7_T1_1,11019,03:24:16 PM,2.29E-010,8.33E-011,9.72E-012,23.59623,8.570733,
Sample,9,24,10/27/2022,7_T1_2,11023,03:24:22 PM,2.29E-010,8.32E-011,9.73E-012,23.58898,8.558441,
Sample,9,24,10/27/2022,7_T1_3,11025,03:24:25 PM,2.29E-010,8.32E-011,9.72E-012,23.59731,8.560628,
Sample,9,24,10/27/2022,8_T1_1,11160,03:27:54 PM,2.26E-010,7.00E-011,9.58E-012,23.62216,7.307297,
Sample,9,24,10/27/2022,8_T1_2,11163,03:27:58 PM,2.26E-010,7.03E-011,9.58E-012,23.63379,7.335601,
Sample,9,24,10/27/2022,8_T1_3,11164,03:28:00 PM,2.26E-010,7.00E-011,9.58E-012,23.62375,7.302845,
Standard,10,20,10/27/2022,NA,11341,03:32:33 PM,2.50E-010,1.19E-010,1.07E-011,23.47019,11.18911,
Standard,10,20,10/27/2022,NA,11344,03:32:38 PM,2.50E-010,1.19E-010,1.07E-011,23.46228,11.18666,
Standard,10,20,10/27/2022,NA,11347,03:32:42 PM,2.50E-010,1.19E-010,1.06E-011,23.48037,11.19589,
Standard,10,30,10/27/2022,NA,11461,03:35:38 PM,2.13E-010,9.93E-011,8.68E-012,24.58743,11.44013,
Standard,10,30,10/27/2022,NA,11464,03:35:43 PM,2.13E-010,9.93E-011,8.68E-012,24.59986,11.44301,
Standard,10,30,10/27/2022,NA,11467,03:35:47 PM,2.13E-010,9.93E-011,8.67E-012,24.59716,11.44516,
Sample,10,24,10/27/2022,9_T1_1,11613,03:39:33 PM,2.15E-010,4.83E-011,9.10E-012,23.66304,5.306756,
Sample,10,24,10/27/2022,9_T1_2,11615,03:39:36 PM,2.15E-010,4.83E-011,9.11E-012,23.65479,5.300244,
Sample,10,24,10/27/2022,9_T1_3,11618,03:39:40 PM,2.16E-010,4.83E-011,9.11E-012,23.66166,5.298817,
Sample,10,24,10/27/2022,typhaIN_T1_1,11751,03:43:05 PM,2.26E-010,8.63E-011,9.54E-012,23.66918,9.041952,small bubble
Sample,10,24,10/27/2022,typhaIN_T1_2,11756,03:43:13 PM,2.26E-010,8.64E-011,9.55E-012,23.65916,9.050949,
Sample,10,24,10/27/2022,typhaIN_T1_3,11758,03:43:16 PM,2.26E-010,8.65E-011,9.55E-012,23.65192,9.054594,
Sample,10,24,10/27/2022,10_T1_1,11851,03:45:40 PM,2.24E-010,6.86E-011,9.45E-012,23.64903,7.252177,
Sample,10,24,10/27/2022,10_T1_2,11856,03:45:47 PM,2.24E-010,6.84E-011,9.45E-012,23.66803,7.234224,
Sample,10,24,10/27/2022,10_T1_3,11858,03:45:51 PM,2.24E-010,6.84E-011,9.45E-012,23.68156,7.23531,
Standard,11,20,10/27/2022,NA,11931,03:47:43 PM,2.50E-010,1.13E-010,1.06E-011,23.54414,10.66234,
Standard,11,20,10/27/2022,NA,11934,03:47:48 PM,2.50E-010,1.14E-010,1.06E-011,23.53102,10.71015,
Standard,11,20,10/27/2022,NA,11935,03:47:49 PM,2.50E-010,1.14E-010,1.06E-011,23.54317,10.73322,
Standard,11,30,10/27/2022,NA,12019,03:49:59 PM,2.13E-010,9.83E-011,8.83E-012,24.14441,11.13046,
Standard,11,30,10/27/2022,NA,12023,03:50:05 PM,2.13E-010,9.82E-011,8.81E-012,24.17438,11.14549,
Standard,11,30,10/27/2022,NA,12024,03:50:07 PM,2.13E-010,9.82E-011,8.81E-012,24.16615,11.14225,
Sample,11,24,10/27/2022,11_T1_1,12156,03:53:30 PM,2.22E-010,5.78E-011,9.39E-012,23.64462,6.153084,
Sample,11,24,10/27/2022,11_T1_2,12159,03:53:35 PM,2.22E-010,5.77E-011,9.39E-012,23.65323,6.143956,
Sample,11,24,10/27/2022,11_T1_3,12163,03:53:41 PM,2.22E-010,5.76E-011,9.39E-012,23.65356,6.129023,
Sample,11,24,10/27/2022,12_T1_1,12232,03:55:28 PM,2.23E-010,5.22E-011,9.38E-012,23.79414,5.571576,
Sample,11,24,10/27/2022,12_T1_2,12235,03:55:32 PM,2.23E-010,5.21E-011,9.39E-012,23.76806,5.550083,
Sample,11,24,10/27/2022,12_T1_3,12238,03:55:37 PM,2.23E-010,5.20E-011,9.39E-012,23.77775,5.54037,
Sample,11,24,10/27/2022,grassesIN_T2_1,12343,03:58:19 PM,2.24E-010,6.49E-011,9.44E-012,23.76811,6.878373,
Sample,11,24,10/27/2022,grassesIN_T2_2,12346,03:58:24 PM,2.24E-010,6.50E-011,9.43E-012,23.78539,6.887925,
Sample,11,24,10/27/2022,grassesIN_T2_3,12348,03:58:27 PM,2.24E-010,6.50E-011,9.44E-012,23.75372,6.885252,
Standard,12,20,10/27/2022,NA,12935,04:13:32 PM,2.44E-010,1.17E-010,1.04E-011,23.45081,11.27585,
Standard,12,20,10/27/2022,NA,12938,04:13:37 PM,2.44E-010,1.17E-010,1.04E-011,23.44584,11.27781,
Standard,12,20,10/27/2022,NA,12941,04:13:41 PM,2.44E-010,1.17E-010,1.04E-011,23.4557,11.28299,
Standard,12,30,10/27/2022,NA,13120,04:18:17 PM,2.07E-010,9.69E-011,8.43E-012,24.52729,11.48876,
Standard,12,30,10/27/2022,NA,13124,04:18:24 PM,2.07E-010,9.68E-011,8.43E-012,24.51364,11.48269,
Standard,12,30,10/27/2022,NA,13127,04:18:28 PM,2.07E-010,9.68E-011,8.43E-012,24.51457,11.48201,
Sample,12,24,10/27/2022,1_T2_1,13298,04:22:52 PM,2.10E-010,3.78E-011,8.90E-012,23.63437,4.25056,
Sample,12,24,10/27/2022,1_T2_2,13301,04:22:57 PM,2.10E-010,3.78E-011,8.90E-012,23.63546,4.246797,
Sample,12,24,10/27/2022,1_T2_3,13303,04:23:00 PM,2.10E-010,3.78E-011,8.90E-012,23.63921,4.24751,
Sample,12,24,10/27/2022,2_T2_1,13409,04:25:43 PM,2.36E-010,5.37E-011,9.66E-012,24.39761,5.556634,small bubble
Sample,12,24,10/27/2022,2_T2_2,13413,04:25:50 PM,2.36E-010,5.37E-011,9.65E-012,24.42064,5.564782,
Sample,12,24,10/27/2022,2_T2_3,13417,04:25:56 PM,2.36E-010,5.38E-011,9.66E-012,24.3991,5.567066,
Sample,12,24,10/27/2022,3_T2_1,13538,04:29:02 PM,2.22E-010,6.94E-011,9.43E-012,23.5897,7.358899,
Sample,12,24,10/27/2022,3_T2_2,13540,04:29:06 PM,2.23E-010,6.95E-011,9.43E-012,23.59429,7.36271,
Sample,12,24,10/27/2022,3_T2_3,13543,04:29:10 PM,2.23E-010,6.95E-011,9.43E-012,23.60793,7.371481,
Standard,13,20,10/27/2022,NA,13656,04:32:05 PM,2.45E-010,1.15E-010,1.04E-011,23.50779,10.99242,
Standard,13,20,10/27/2022,NA,13660,04:32:11 PM,2.45E-010,1.15E-010,1.04E-011,23.51113,11.00835,
Standard,13,20,10/27/2022,NA,13663,04:32:15 PM,2.45E-010,1.15E-010,1.04E-011,23.50874,11.01885,
Standard,13,30,10/27/2022,NA,13773,04:35:05 PM,2.07E-010,9.60E-011,8.46E-012,24.50754,11.34421,
Standard,13,30,10/27/2022,NA,13776,04:35:10 PM,2.07E-010,9.59E-011,8.46E-012,24.51137,11.34394,
Standard,13,30,10/27/2022,NA,13778,04:35:13 PM,2.07E-010,9.59E-011,8.45E-012,24.5293,11.35315,
Sample,13,24,10/27/2022,openwaterIN_T2_1,13919,04:38:50 PM,2.22E-010,7.98E-011,9.42E-012,23.5875,8.473125,
Sample,13,24,10/27/2022,openwaterIN_T2_2,13924,04:38:58 PM,2.22E-010,7.97E-011,9.42E-012,23.58882,8.462743,
Sample,13,24,10/27/2022,openwaterIN_T2_3,13925,04:38:59 PM,2.22E-010,7.97E-011,9.42E-012,23.5957,8.461644,
Sample,13,24,10/27/2022,4_T2_1,14032,04:41:45 PM,2.16E-010,4.79E-011,9.16E-012,23.5211,5.228466,
Sample,13,24,10/27/2022,4_T2_2,14035,04:41:49 PM,2.15E-010,4.78E-011,9.16E-012,23.5138,5.216685,
Sample,13,24,10/27/2022,4_T2_3,14038,04:41:54 PM,2.15E-010,4.76E-011,9.16E-012,23.49327,5.202121,
Sample,13,24,10/27/2022,5_T2_1,14116,04:43:54 PM,2.22E-010,4.94E-011,9.36E-012,23.71483,5.277884,
Sample,13,24,10/27/2022,5_T2_2,14118,04:43:57 PM,2.22E-010,4.94E-011,9.36E-012,23.72373,5.279285,
Sample,13,24,10/27/2022,5_T2_3,14120,04:44:00 PM,2.22E-010,4.94E-011,9.36E-012,23.72668,5.279839,
Standard,14,20,10/27/2022,NA,14254,04:47:27 PM,2.43E-010,1.14E-010,1.04E-011,23.46017,10.99513,
Standard,14,20,10/27/2022,NA,14256,04:47:30 PM,2.43E-010,1.14E-010,1.04E-011,23.46345,11.00165,
Standard,14,20,10/27/2022,NA,14260,04:47:36 PM,2.43E-010,1.14E-010,1.04E-011,23.49444,11.027,
Standard,14,30,10/27/2022,NA,14380,04:50:41 PM,2.06E-010,9.53E-011,8.39E-012,24.50879,11.3543,
Standard,14,30,10/27/2022,NA,14383,04:50:46 PM,2.06E-010,9.53E-011,8.39E-012,24.51519,11.35998,
Standard,14,30,10/27/2022,NA,14388,04:50:54 PM,2.06E-010,9.53E-011,8.38E-012,24.5253,11.36778,
Sample,14,24,10/27/2022,6_T2_1,14488,04:53:28 PM,2.21E-010,6.99E-011,9.38E-012,23.60482,7.450507,
Sample,14,24,10/27/2022,6_T2_2,14491,04:53:33 PM,2.22E-010,6.97E-011,9.38E-012,23.62623,7.438842,
Sample,14,24,10/27/2022,6_T2_3,14493,04:53:36 PM,2.22E-010,6.96E-011,9.38E-012,23.6152,7.424901,
Sample,14,24,10/27/2022,hardwoodsIN_T2_1,14612,04:56:39 PM,2.22E-010,9.06E-011,9.39E-012,23.65304,9.646396,
Sample,14,24,10/27/2022,hardwoodsIN_T2_2,14614,04:56:42 PM,2.22E-010,9.06E-011,9.39E-012,23.64543,9.6482,
Sample,14,24,10/27/2022,hardwoodsIN_T2_3,14618,04:56:49 PM,2.22E-010,9.06E-011,9.39E-012,23.64456,9.652479,
Sample,14,24,10/27/2022,7_T2_1,14724,04:59:32 PM,2.18E-010,7.07E-011,9.17E-012,23.80444,7.71284,
Sample,14,24,10/27/2022,7_T2_2,14727,04:59:37 PM,2.18E-010,7.06E-011,9.17E-012,23.80186,7.702073,
Sample,14,24,10/27/2022,7_T2_3,14730,04:59:41 PM,2.18E-010,7.05E-011,9.16E-012,23.81116,7.69574,
Standard,15,20,10/27/2022,NA,14834,05:02:22 PM,2.41E-010,1.13E-010,1.03E-011,23.47534,11.04633,
Standard,15,20,10/27/2022,NA,14839,05:02:29 PM,2.41E-010,1.14E-010,1.03E-011,23.46713,11.0632,
Standard,15,20,10/27/2022,NA,14843,05:02:36 PM,2.41E-010,1.14E-010,1.03E-011,23.45903,11.07603,
